1531387920,"755
"
time,CO2 IN PPM
1531388005,"747
"
time,CO2 IN PPM
1531388089,"762
"
time,CO2 IN PPM
1531388174,"768
"
time,CO2 IN PPM
1531388258,"761
"
time,CO2 IN PPM
1531388343,"750
"
time,CO2 IN PPM
1531388427,"760
"
time,CO2 IN PPM
1531388512,"748
"
time,CO2 IN PPM
1531388596,"756
"
time,CO2 IN PPM
1531388681,"769
"
time,CO2 IN PPM
1531388765,"773
"
time,CO2 IN PPM
1531388850,"767
"
time,CO2 IN PPM
1531388934,"750
"
time,CO2 IN PPM
1531389019,"741
"
time,CO2 IN PPM
1531389103,"748
"
time,CO2 IN PPM
1531389188,"765
"
time,CO2 IN PPM
1531389272,"763
"
time,CO2 IN PPM
1531389357,"738
"
time,CO2 IN PPM
1531389441,"753
"
time,CO2 IN PPM
1531389526,"755
"
time,CO2 IN PPM
1531389611,"759
"
time,CO2 IN PPM
1531389695,"753
"
time,CO2 IN PPM
1531389780,"741
"
time,CO2 IN PPM
1531389864,"753
"
time,CO2 IN PPM
1531389949,"738
"
time,CO2 IN PPM
1531390033,"749
"
time,CO2 IN PPM
1531390118,"750
"
time,CO2 IN PPM
1531390202,"739
"
time,CO2 IN PPM
1531390287,"731
"
time,CO2 IN PPM
1531390371,"742
"
time,CO2 IN PPM
1531390456,"742
"
time,CO2 IN PPM
1531390540,"755
"
time,CO2 IN PPM
1531390625,"739
"
time,CO2 IN PPM
1531390709,"718
"
time,CO2 IN PPM
1531390794,"751
"
time,CO2 IN PPM
1531390878,"736
"
time,CO2 IN PPM
1531390963,"735
"
time,CO2 IN PPM
1531391047,"733
"
time,CO2 IN PPM
1531391132,"719
"
time,CO2 IN PPM
1531391216,"728
"
time,CO2 IN PPM
1531391301,"725
"
time,CO2 IN PPM
1531391386,"715
"
time,CO2 IN PPM
1531391470,"726
"
time,CO2 IN PPM
1531391555,"720
"
time,CO2 IN PPM
1531391639,"705
"
time,CO2 IN PPM
1531391724,"705
"
time,CO2 IN PPM
1531391808,"724
"
time,CO2 IN PPM
1531391893,"705
"
time,CO2 IN PPM
1531391977,"701
"
time,CO2 IN PPM
1531392062,"713
"
time,CO2 IN PPM
1531392146,"711
"
time,CO2 IN PPM
1531392231,"710
"
time,CO2 IN PPM
1531392315,"710
"
time,CO2 IN PPM
1531392400,"706
"
time,CO2 IN PPM
1531392484,"700
"
time,CO2 IN PPM
1531392569,"708
"
time,CO2 IN PPM
1531392653,"712
"
time,CO2 IN PPM
1531392738,"708
"
time,CO2 IN PPM
1531392822,"709
"
time,CO2 IN PPM
1531392907,"715
"
time,CO2 IN PPM
1531392991,"708
"
time,CO2 IN PPM
1531393076,"713
"
time,CO2 IN PPM
1531393161,"703
"
time,CO2 IN PPM
1531393245,"706
"
time,CO2 IN PPM
1531393330,"702
"
time,CO2 IN PPM
1531393414,"705
"
time,CO2 IN PPM
1531393499,"705
"
time,CO2 IN PPM
1531393583,"713
"
time,CO2 IN PPM
1531393668,"703
"
time,CO2 IN PPM
1531393752,"715
"
time,CO2 IN PPM
1531393837,"718
"
time,CO2 IN PPM
1531393921,"709
"
time,CO2 IN PPM
1531394006,"709
"
time,CO2 IN PPM
1531394090,"704
"
time,CO2 IN PPM
1531394175,"710
"
time,CO2 IN PPM
1531394259,"710
"
time,CO2 IN PPM
1531394344,"706
"
time,CO2 IN PPM
1531394428,"700
"
time,CO2 IN PPM
1531394513,"709
"
time,CO2 IN PPM
1531394597,"696
"
time,CO2 IN PPM
1531394682,"699
"
time,CO2 IN PPM
1531394766,"696
"
time,CO2 IN PPM
1531394851,"706
"
time,CO2 IN PPM
1531394936,"685
"
time,CO2 IN PPM
1531395020,"691
"
time,CO2 IN PPM
1531395105,"682
"
time,CO2 IN PPM
1531395189,"700
"
time,CO2 IN PPM
1531395274,"690
"
time,CO2 IN PPM
1531395358,"699
"
time,CO2 IN PPM
1531395443,"684
"
time,CO2 IN PPM
1531395527,"678
"
time,CO2 IN PPM
1531395612,"688
"
time,CO2 IN PPM
1531395696,"688
"
time,CO2 IN PPM
1531395781,"683
"
time,CO2 IN PPM
1531395866,"685
"
time,CO2 IN PPM
1531395950,"671
"
time,CO2 IN PPM
1531396035,"676
"
time,CO2 IN PPM
1531396119,"692
"
time,CO2 IN PPM
1531396204,"683
"
time,CO2 IN PPM
1531396288,"664
"
time,CO2 IN PPM
1531396373,"672
"
time,CO2 IN PPM
1531396457,"659
"
time,CO2 IN PPM
1531396542,"668
"
time,CO2 IN PPM
1531396626,"679
"
time,CO2 IN PPM
1531396711,"672
"
time,CO2 IN PPM
1531396795,"653
"
time,CO2 IN PPM
1531396880,"676
"
time,CO2 IN PPM
1531396964,"666
"
time,CO2 IN PPM
1531397049,"668
"
time,CO2 IN PPM
1531397133,"668
"
time,CO2 IN PPM
1531397218,"670
"
time,CO2 IN PPM
1531397302,"661
"
time,CO2 IN PPM
1531397387,"653
"
time,CO2 IN PPM
1531397471,"665
"
time,CO2 IN PPM
1531397556,"665
"
time,CO2 IN PPM
1531397641,"658
"
time,CO2 IN PPM
1531397725,"647
"
time,CO2 IN PPM
1531397810,"661
"
time,CO2 IN PPM
1531397894,"658
"
time,CO2 IN PPM
1531397979,"646
"
time,CO2 IN PPM
1531398063,"645
"
time,CO2 IN PPM
1531398148,"656
"
time,CO2 IN PPM
1531398232,"650
"
time,CO2 IN PPM
1531398317,"650
"
time,CO2 IN PPM
1531398401,"642
"
time,CO2 IN PPM
1531398486,"651
"
time,CO2 IN PPM
1531398570,"640
"
time,CO2 IN PPM
1531398655,"644
"
time,CO2 IN PPM
1531398739,"644
"
time,CO2 IN PPM
1531398824,"643
"
time,CO2 IN PPM
1531398908,"627
"
time,CO2 IN PPM
1531398993,"633
"
time,CO2 IN PPM
1531399077,"626
"
time,CO2 IN PPM
1531399162,"631
"
time,CO2 IN PPM
1531399247,"634
"
time,CO2 IN PPM
1531399331,"636
"
time,CO2 IN PPM
1531399416,"630
"
time,CO2 IN PPM
1531399500,"624
"
time,CO2 IN PPM
1531399585,"626
"
time,CO2 IN PPM
1531399669,"630
"
time,CO2 IN PPM
1531399754,"626
"
time,CO2 IN PPM
1531399838,"607
"
time,CO2 IN PPM
1531399923,"610
"
time,CO2 IN PPM
1531400007,"610
"
time,CO2 IN PPM
1531400092,"611
"
time,CO2 IN PPM
1531400176,"613
"
time,CO2 IN PPM
1531400261,"612
"
time,CO2 IN PPM
1531400345,"610
"
time,CO2 IN PPM
1531400430,"610
"
time,CO2 IN PPM
1531400514,"610
"
time,CO2 IN PPM
1531400599,"618
"
time,CO2 IN PPM
1531400683,"602
"
time,CO2 IN PPM
1531400768,"598
"
time,CO2 IN PPM
1531400852,"611
"
time,CO2 IN PPM
1531400937,"606
"
time,CO2 IN PPM
1531401022,"602
"
time,CO2 IN PPM
1531401106,"605
"
time,CO2 IN PPM
1531401191,"605
"
time,CO2 IN PPM
1531401275,"613
"
time,CO2 IN PPM
1531401360,"600
"
time,CO2 IN PPM
1531401444,"598
"
time,CO2 IN PPM
1531401529,"591
"
time,CO2 IN PPM
1531401613,"609
"
time,CO2 IN PPM
1531401698,"596
"
time,CO2 IN PPM
1531401782,"606
"
time,CO2 IN PPM
1531401867,"610
"
time,CO2 IN PPM
1531401951,"598
"
time,CO2 IN PPM
1531402036,"599
"
time,CO2 IN PPM
1531402120,"603
"
time,CO2 IN PPM
1531402205,"608
"
time,CO2 IN PPM
1531402289,"611
"
time,CO2 IN PPM
1531402374,"612
"
time,CO2 IN PPM
1531402458,"616
"
time,CO2 IN PPM
1531402543,"604
"
time,CO2 IN PPM
1531402628,"604
"
time,CO2 IN PPM
1531402712,"607
"
time,CO2 IN PPM
1531402797,"597
"
time,CO2 IN PPM
1531402881,"605
"
time,CO2 IN PPM
1531402966,"599
"
time,CO2 IN PPM
1531403050,"603
"
time,CO2 IN PPM
1531403135,"610
"
time,CO2 IN PPM
1531403219,"595
"
time,CO2 IN PPM
1531403304,"600
"
time,CO2 IN PPM
1531403388,"601
"
time,CO2 IN PPM
1531403473,"597
"
time,CO2 IN PPM
1531403557,"590
"
time,CO2 IN PPM
1531403642,"598
"
time,CO2 IN PPM
1531403726,"599
"
time,CO2 IN PPM
1531403811,"593
"
time,CO2 IN PPM
1531403895,"590
"
time,CO2 IN PPM
1531403980,"594
"
time,CO2 IN PPM
1531404064,"591
"
time,CO2 IN PPM
1531404149,"607
"
time,CO2 IN PPM
1531404233,"605
"
time,CO2 IN PPM
1531404318,"595
"
time,CO2 IN PPM
1531404403,"604
"
time,CO2 IN PPM
1531404487,"585
"
time,CO2 IN PPM
1531404572,"599
"
time,CO2 IN PPM
1531404656,"609
"
time,CO2 IN PPM
1531404741,"583
"
time,CO2 IN PPM
1531404825,"598
"
time,CO2 IN PPM
1531404910,"594
"
time,CO2 IN PPM
1531404994,"584
"
time,CO2 IN PPM
1531405079,"607
"
time,CO2 IN PPM
1531405163,"595
"
time,CO2 IN PPM
1531405248,"600
"
time,CO2 IN PPM
1531405333,"586
"
time,CO2 IN PPM
1531405417,"587
"
time,CO2 IN PPM
1531405502,"585
"
time,CO2 IN PPM
1531405586,"590
"
time,CO2 IN PPM
1531405671,"579
"
time,CO2 IN PPM
1531405755,"585
"
time,CO2 IN PPM
1531405840,"593
"
time,CO2 IN PPM
1531405924,"577
"
time,CO2 IN PPM
1531406009,"591
"
time,CO2 IN PPM
1531406093,"582
"
time,CO2 IN PPM
1531406178,"574
"
time,CO2 IN PPM
1531406262,"589
"
time,CO2 IN PPM
1531406347,"579
"
time,CO2 IN PPM
1531406431,"576
"
time,CO2 IN PPM
1531406516,"579
"
time,CO2 IN PPM
1531406600,"573
"
time,CO2 IN PPM
1531406685,"575
"
time,CO2 IN PPM
1531406769,"577
"
time,CO2 IN PPM
1531406854,"591
"
time,CO2 IN PPM
1531406938,"578
"
time,CO2 IN PPM
1531407023,"579
"
time,CO2 IN PPM
1531407108,"584
"
time,CO2 IN PPM
1531407192,"582
"
time,CO2 IN PPM
1531407277,"581
"
time,CO2 IN PPM
1531407361,"582
"
time,CO2 IN PPM
1531407446,"568
"
time,CO2 IN PPM
1531407530,"576
"
time,CO2 IN PPM
1531407615,"568
"
time,CO2 IN PPM
1531407699,"572
"
time,CO2 IN PPM
1531407784,"574
"
time,CO2 IN PPM
1531407868,"580
"
time,CO2 IN PPM
1531407953,"566
"
time,CO2 IN PPM
1531408037,"577
"
time,CO2 IN PPM
1531408122,"566
"
time,CO2 IN PPM
1531408206,"571
"
time,CO2 IN PPM
1531408291,"572
"
time,CO2 IN PPM
1531408375,"566
"
time,CO2 IN PPM
1531408460,"576
"
time,CO2 IN PPM
1531408544,"577
"
time,CO2 IN PPM
1531408629,"569
"
time,CO2 IN PPM
1531408713,"565
"
time,CO2 IN PPM
1531408798,"570
"
time,CO2 IN PPM
1531408883,"577
"
time,CO2 IN PPM
1531408967,"572
"
time,CO2 IN PPM
1531409052,"561
"
time,CO2 IN PPM
1531409136,"561
"
time,CO2 IN PPM
1531409221,"568
"
time,CO2 IN PPM
1531409305,"557
"
time,CO2 IN PPM
1531409390,"578
"
time,CO2 IN PPM
1531409474,"563
"
time,CO2 IN PPM
1531409559,"562
"
time,CO2 IN PPM
1531409643,"575
"
time,CO2 IN PPM
1531409728,"552
"
time,CO2 IN PPM
1531409812,"558
"
time,CO2 IN PPM
1531409897,"562
"
time,CO2 IN PPM
1531409981,"564
"
time,CO2 IN PPM
1531410066,"564
"
time,CO2 IN PPM
1531410150,"563
"
time,CO2 IN PPM
1531410235,"564
"
time,CO2 IN PPM
1531410319,"553
"
time,CO2 IN PPM
1531410404,"562
"
time,CO2 IN PPM
1531410488,"563
"
time,CO2 IN PPM
1531410573,"568
"
time,CO2 IN PPM
1531410658,"552
"
time,CO2 IN PPM
1531410742,"554
"
time,CO2 IN PPM
1531410827,"562
"
time,CO2 IN PPM
1531410911,"551
"
time,CO2 IN PPM
1531410996,"564
"
time,CO2 IN PPM
1531411080,"559
"
time,CO2 IN PPM
1531411165,"552
"
time,CO2 IN PPM
1531411249,"561
"
time,CO2 IN PPM
1531411334,"549
"
time,CO2 IN PPM
1531411418,"548
"
time,CO2 IN PPM
1531411503,"551
"
time,CO2 IN PPM
1531411587,"562
"
time,CO2 IN PPM
1531411672,"548
"
time,CO2 IN PPM
1531411756,"557
"
time,CO2 IN PPM
1531411841,"552
"
time,CO2 IN PPM
1531411925,"547
"
time,CO2 IN PPM
1531412010,"547
"
time,CO2 IN PPM
1531412094,"547
"
time,CO2 IN PPM
1531412179,"540
"
time,CO2 IN PPM
1531412263,"551
"
time,CO2 IN PPM
1531412348,"543
"
time,CO2 IN PPM
1531412433,"556
"
time,CO2 IN PPM
1531412517,"550
"
time,CO2 IN PPM
1531412602,"555
"
time,CO2 IN PPM
1531412686,"548
"
time,CO2 IN PPM
1531412771,"548
"
time,CO2 IN PPM
1531412855,"550
"
time,CO2 IN PPM
1531412940,"546
"
time,CO2 IN PPM
1531413024,"543
"
time,CO2 IN PPM
1531413109,"530
"
time,CO2 IN PPM
1531413193,"540
"
time,CO2 IN PPM
1531413278,"535
"
time,CO2 IN PPM
1531413362,"535
"
time,CO2 IN PPM
1531413447,"550
"
time,CO2 IN PPM
1531413531,"551
"
time,CO2 IN PPM
1531413616,"536
"
time,CO2 IN PPM
1531413700,"543
"
time,CO2 IN PPM
1531413785,"536
"
time,CO2 IN PPM
1531413869,"546
"
time,CO2 IN PPM
1531413954,"539
"
time,CO2 IN PPM
1531414038,"540
"
time,CO2 IN PPM
1531414123,"538
"
time,CO2 IN PPM
1531414208,"542
"
time,CO2 IN PPM
1531414292,"533
"
time,CO2 IN PPM
1531414377,"536
"
time,CO2 IN PPM
1531414461,"541
"
time,CO2 IN PPM
1531414546,"532
"
time,CO2 IN PPM
1531414630,"545
"
time,CO2 IN PPM
1531414715,"539
"
time,CO2 IN PPM
1531414799,"537
"
time,CO2 IN PPM
1531414884,"542
"
time,CO2 IN PPM
1531414968,"523
"
time,CO2 IN PPM
1531415053,"528
"
time,CO2 IN PPM
1531415137,"533
"
time,CO2 IN PPM
1531415222,"535
"
time,CO2 IN PPM
1531415306,"536
"
time,CO2 IN PPM
1531415391,"531
"
time,CO2 IN PPM
1531415475,"532
"
time,CO2 IN PPM
1531415560,"526
"
time,CO2 IN PPM
1531415644,"536
"
time,CO2 IN PPM
1531415729,"533
"
time,CO2 IN PPM
1531415813,"524
"
time,CO2 IN PPM
1531415898,"522
"
time,CO2 IN PPM
1531415983,"535
"
time,CO2 IN PPM
1531416067,"516
"
time,CO2 IN PPM
1531416152,"529
"
time,CO2 IN PPM
1531416236,"529
"
time,CO2 IN PPM
1531416321,"525
"
time,CO2 IN PPM
1531416405,"512
"
time,CO2 IN PPM
1531416490,"528
"
time,CO2 IN PPM
1531416574,"528
"
time,CO2 IN PPM
1531416659,"527
"
time,CO2 IN PPM
1531416743,"526
"
time,CO2 IN PPM
1531416828,"529
"
time,CO2 IN PPM
1531416912,"530
"
time,CO2 IN PPM
1531416997,"519
"
time,CO2 IN PPM
1531417081,"532
"
time,CO2 IN PPM
1531417166,"522
"
time,CO2 IN PPM
1531417250,"539
"
time,CO2 IN PPM
1531417335,"545
"
time,CO2 IN PPM
1531417419,"534
"
time,CO2 IN PPM
1531417504,"525
"
time,CO2 IN PPM
1531417588,"527
"
time,CO2 IN PPM
1531417673,"536
"
time,CO2 IN PPM
1531417758,"526
"
time,CO2 IN PPM
1531417842,"521
"
time,CO2 IN PPM
1531417927,"520
"
time,CO2 IN PPM
1531418011,"512
"
time,CO2 IN PPM
1531418096,"526
"
time,CO2 IN PPM
1531418180,"527
"
time,CO2 IN PPM
1531418265,"514
"
time,CO2 IN PPM
1531418349,"520
"
time,CO2 IN PPM
1531418434,"529
"
time,CO2 IN PPM
1531418518,"531
"
time,CO2 IN PPM
1531418603,"507
"
time,CO2 IN PPM
1531418688,"520
"
time,CO2 IN PPM
1531418772,"530
"
time,CO2 IN PPM
1531418857,"519
"
time,CO2 IN PPM
1531418941,"527
"
time,CO2 IN PPM
1531419026,"529
"
time,CO2 IN PPM
1531419110,"514
"
time,CO2 IN PPM
1531419195,"534
"
time,CO2 IN PPM
1531419279,"524
"
time,CO2 IN PPM
1531419364,"518
"
time,CO2 IN PPM
1531419448,"528
"
time,CO2 IN PPM
1531419533,"516
"
time,CO2 IN PPM
1531419617,"512
"
time,CO2 IN PPM
1531419702,"526
"
time,CO2 IN PPM
1531419786,"521
"
time,CO2 IN PPM
1531419871,"518
"
time,CO2 IN PPM
1531419955,"511
"
time,CO2 IN PPM
1531420040,"516
"
time,CO2 IN PPM
1531420124,"514
"
time,CO2 IN PPM
1531420209,"525
"
time,CO2 IN PPM
1531420293,"510
"
time,CO2 IN PPM
1531420378,"519
"
time,CO2 IN PPM
1531420463,"501
"
time,CO2 IN PPM
1531420547,"518
"
time,CO2 IN PPM
1531420632,"514
"
time,CO2 IN PPM
1531420716,"512
"
time,CO2 IN PPM
1531420801,"521
"
time,CO2 IN PPM
1531420885,"522
"
time,CO2 IN PPM
1531420970,"518
"
time,CO2 IN PPM
1531421054,"528
"
time,CO2 IN PPM
1531421139,"532
"
time,CO2 IN PPM
1531421223,"514
"
time,CO2 IN PPM
1531421308,"516
"
time,CO2 IN PPM
1531421392,"518
"
time,CO2 IN PPM
1531421477,"507
"
time,CO2 IN PPM
1531421561,"522
"
time,CO2 IN PPM
1531421646,"518
"
time,CO2 IN PPM
1531421730,"522
"
time,CO2 IN PPM
1531421815,"519
"
time,CO2 IN PPM
1531421899,"509
"
time,CO2 IN PPM
1531421984,"522
"
time,CO2 IN PPM
1531422068,"504
"
time,CO2 IN PPM
1531422153,"524
"
time,CO2 IN PPM
1531422238,"531
"
time,CO2 IN PPM
1531422322,"508
"
time,CO2 IN PPM
1531422407,"507
"
time,CO2 IN PPM
1531422491,"512
"
time,CO2 IN PPM
1531422576,"528
"
time,CO2 IN PPM
1531422660,"507
"
time,CO2 IN PPM
1531422745,"518
"
time,CO2 IN PPM
1531422829,"504
"
time,CO2 IN PPM
1531422914,"515
"
time,CO2 IN PPM
1531422998,"516
"
time,CO2 IN PPM
1531423083,"504
"
time,CO2 IN PPM
1531423167,"501
"
time,CO2 IN PPM
1531423252,"514
"
time,CO2 IN PPM
1531423336,"526
"
time,CO2 IN PPM
1531423421,"506
"
time,CO2 IN PPM
1531423505,"508
"
time,CO2 IN PPM
1531423590,"502
"
time,CO2 IN PPM
1531423674,"508
"
time,CO2 IN PPM
1531423759,"513
"
time,CO2 IN PPM
1531423843,"506
"
time,CO2 IN PPM
1531423928,"500
"
time,CO2 IN PPM
1531424013,"514
"
time,CO2 IN PPM
1531424097,"503
"
time,CO2 IN PPM
1531424182,"503
"
time,CO2 IN PPM
1531424266,"509
"
time,CO2 IN PPM
1531424351,"510
"
time,CO2 IN PPM
1531424435,"514
"
time,CO2 IN PPM
1531424520,"510
"
time,CO2 IN PPM
1531424604,"505
"
time,CO2 IN PPM
1531424689,"504
"
time,CO2 IN PPM
1531424773,"504
"
time,CO2 IN PPM
1531424858,"502
"
time,CO2 IN PPM
1531424942,"487
"
time,CO2 IN PPM
1531425027,"499
"
time,CO2 IN PPM
1531425111,"500
"
time,CO2 IN PPM
1531425196,"502
"
time,CO2 IN PPM
1531425280,"499
"
time,CO2 IN PPM
1531425365,"496
"
time,CO2 IN PPM
1531425449,"503
"
time,CO2 IN PPM
1531425534,"511
"
time,CO2 IN PPM
1531425618,"510
"
time,CO2 IN PPM
1531425703,"513
"
time,CO2 IN PPM
1531425788,"508
"
time,CO2 IN PPM
1531425872,"503
"
time,CO2 IN PPM
1531425957,"500
"
time,CO2 IN PPM
1531426041,"497
"
time,CO2 IN PPM
1531426126,"506
"
time,CO2 IN PPM
1531426210,"493
"
time,CO2 IN PPM
1531426295,"500
"
time,CO2 IN PPM
1531426379,"500
"
time,CO2 IN PPM
1531426464,"499
"
time,CO2 IN PPM
1531426548,"506
"
time,CO2 IN PPM
1531426633,"494
"
time,CO2 IN PPM
1531426717,"494
"
time,CO2 IN PPM
1531426802,"511
"
time,CO2 IN PPM
1531426886,"510
"
time,CO2 IN PPM
1531426971,"496
"
time,CO2 IN PPM
1531427055,"500
"
time,CO2 IN PPM
1531427140,"491
"
time,CO2 IN PPM
1531427224,"515
"
time,CO2 IN PPM
1531427309,"503
"
time,CO2 IN PPM
1531427393,"506
"
time,CO2 IN PPM
1531427478,"499
"
time,CO2 IN PPM
1531427563,"506
"
time,CO2 IN PPM
1531427647,"501
"
time,CO2 IN PPM
1531427732,"509
"
time,CO2 IN PPM
1531427816,"500
"
time,CO2 IN PPM
1531427901,"497
"
time,CO2 IN PPM
1531427985,"500
"
time,CO2 IN PPM
1531428070,"490
"
time,CO2 IN PPM
1531428154,"506
"
time,CO2 IN PPM
1531428239,"504
"
time,CO2 IN PPM
1531428323,"500
"
time,CO2 IN PPM
1531428408,"507
"
time,CO2 IN PPM
1531428492,"500
"
time,CO2 IN PPM
1531428577,"488
"
time,CO2 IN PPM
1531428661,"501
"
time,CO2 IN PPM
1531428746,"495
"
time,CO2 IN PPM
1531428830,"487
"
time,CO2 IN PPM
1531428915,"495
"
time,CO2 IN PPM
1531428999,"489
"
time,CO2 IN PPM
1531429084,"498
"
time,CO2 IN PPM
1531429168,"484
"
time,CO2 IN PPM
1531429253,"506
"
time,CO2 IN PPM
1531429338,"502
"
time,CO2 IN PPM
1531429422,"512
"
time,CO2 IN PPM
1531429507,"483
"
time,CO2 IN PPM
1531429591,"512
"
time,CO2 IN PPM
1531429676,"497
"
time,CO2 IN PPM
1531429760,"498
"
time,CO2 IN PPM
1531429845,"513
"
time,CO2 IN PPM
1531429929,"496
"
time,CO2 IN PPM
1531430014,"495
"
time,CO2 IN PPM
1531430098,"494
"
time,CO2 IN PPM
1531430183,"500
"
time,CO2 IN PPM
1531430267,"504
"
time,CO2 IN PPM
1531430352,"492
"
time,CO2 IN PPM
1531430436,"502
"
time,CO2 IN PPM
1531430521,"492
"
time,CO2 IN PPM
1531430605,"489
"
time,CO2 IN PPM
1531430690,"484
"
time,CO2 IN PPM
1531430774,"494
"
time,CO2 IN PPM
1531430859,"502
"
time,CO2 IN PPM
1531430943,"498
"
time,CO2 IN PPM
1531431028,"505
"
time,CO2 IN PPM
1531431113,"503
"
time,CO2 IN PPM
1531431197,"487
"
time,CO2 IN PPM
1531431282,"497
"
time,CO2 IN PPM
1531431366,"503
"
time,CO2 IN PPM
1531431451,"497
"
time,CO2 IN PPM
1531431535,"498
"
time,CO2 IN PPM
1531431620,"494
"
time,CO2 IN PPM
1531431704,"498
"
time,CO2 IN PPM
1531431789,"495
"
time,CO2 IN PPM
1531431873,"502
"
time,CO2 IN PPM
1531431958,"490
"
time,CO2 IN PPM
1531432042,"494
"
time,CO2 IN PPM
1531432127,"493
"
