Date Time, Monitor ID, Location ID, CO2(ppm),Timestamp
26 Oct 2018 13:17,1,1,537,1540531020
26 Oct 2018 13:18,1,1,531,1540531080
26 Oct 2018 13:19,1,1,531,1540531140
26 Oct 2018 13:20,1,1,531,1540531200
26 Oct 2018 13:21,1,1,531,1540531260
26 Oct 2018 13:22,1,1,531,1540531320
26 Oct 2018 13:23,1,1,531,1540531380
26 Oct 2018 13:24,1,1,537,1540531440
26 Oct 2018 13:25,1,1,537,1540531500
26 Oct 2018 13:26,1,1,531,1540531560
26 Oct 2018 13:27,1,1,531,1540531620
26 Oct 2018 13:28,1,1,531,1540531680
26 Oct 2018 13:29,1,1,531,1540531740
26 Oct 2018 13:30,1,1,531,1540531800
26 Oct 2018 13:31,1,1,531,1540531860
26 Oct 2018 13:32,1,1,525,1540531920
26 Oct 2018 13:33,1,1,513,1540531980
26 Oct 2018 13:34,1,1,513,1540532040
26 Oct 2018 13:35,1,1,519,1540532100
26 Oct 2018 13:36,1,1,513,1540532160
26 Oct 2018 13:37,1,1,507,1540532220
26 Oct 2018 13:38,1,1,507,1540532280
26 Oct 2018 13:39,1,1,507,1540532340
26 Oct 2018 13:40,1,1,501,1540532400
26 Oct 2018 13:41,1,1,501,1540532460
26 Oct 2018 13:42,1,1,507,1540532520
26 Oct 2018 13:43,1,1,513,1540532580
26 Oct 2018 13:44,1,1,513,1540532640
26 Oct 2018 13:45,1,1,513,1540532700
26 Oct 2018 13:46,1,1,501,1540532760
26 Oct 2018 13:47,1,1,507,1540532820
26 Oct 2018 13:48,1,1,495,1540532880
26 Oct 2018 13:49,1,1,495,1540532940
26 Oct 2018 13:50,1,1,495,1540533000
26 Oct 2018 13:51,1,1,495,1540533060
26 Oct 2018 13:52,1,1,501,1540533120
26 Oct 2018 13:53,1,1,501,1540533180
26 Oct 2018 13:54,1,1,501,1540533240
26 Oct 2018 13:55,1,1,507,1540533300
26 Oct 2018 13:56,1,1,507,1540533360
26 Oct 2018 13:57,1,1,501,1540533420
26 Oct 2018 13:58,1,1,501,1540533480
26 Oct 2018 13:59,1,1,495,1540533540
26 Oct 2018 14:00,1,1,489,1540533600
26 Oct 2018 14:01,1,1,495,1540533660
26 Oct 2018 14:02,1,1,495,1540533720
26 Oct 2018 14:03,1,1,495,1540533780
26 Oct 2018 14:04,1,1,495,1540533840
26 Oct 2018 14:05,1,1,495,1540533900
26 Oct 2018 14:06,1,1,501,1540533960
26 Oct 2018 14:07,1,1,501,1540534020
26 Oct 2018 14:08,1,1,501,1540534080
26 Oct 2018 14:09,1,1,495,1540534140
26 Oct 2018 14:10,1,1,495,1540534200
26 Oct 2018 14:11,1,1,489,1540534260
26 Oct 2018 14:12,1,1,495,1540534320
26 Oct 2018 14:13,1,1,501,1540534380
26 Oct 2018 14:14,1,1,501,1540534440
26 Oct 2018 14:15,1,1,507,1540534500
26 Oct 2018 14:16,1,1,507,1540534560
26 Oct 2018 14:17,1,1,513,1540534620
26 Oct 2018 14:18,1,1,519,1540534680
26 Oct 2018 14:19,1,1,513,1540534740
26 Oct 2018 14:20,1,1,507,1540534800
26 Oct 2018 14:21,1,1,501,1540534860
26 Oct 2018 14:22,1,1,513,1540534920
26 Oct 2018 14:23,1,1,507,1540534980
26 Oct 2018 14:24,1,1,513,1540535040
26 Oct 2018 14:25,1,1,513,1540535100
26 Oct 2018 14:26,1,1,519,1540535160
26 Oct 2018 14:27,1,1,507,1540535220
26 Oct 2018 14:28,1,1,507,1540535280
26 Oct 2018 14:29,1,1,513,1540535340
26 Oct 2018 14:30,1,1,513,1540535400
26 Oct 2018 14:31,1,1,513,1540535460
26 Oct 2018 14:32,1,1,513,1540535520
26 Oct 2018 14:33,1,1,513,1540535580
26 Oct 2018 14:34,1,1,513,1540535640
26 Oct 2018 14:35,1,1,513,1540535700
26 Oct 2018 14:36,1,1,513,1540535760
26 Oct 2018 14:37,1,1,507,1540535820
26 Oct 2018 14:38,1,1,513,1540535880
26 Oct 2018 14:39,1,1,513,1540535940
26 Oct 2018 14:40,1,1,513,1540536000
26 Oct 2018 14:41,1,1,519,1540536060
26 Oct 2018 14:42,1,1,519,1540536120
26 Oct 2018 14:43,1,1,519,1540536180
26 Oct 2018 14:44,1,1,519,1540536240
26 Oct 2018 14:45,1,1,513,1540536300
26 Oct 2018 14:46,1,1,519,1540536360
26 Oct 2018 14:47,1,1,519,1540536420
26 Oct 2018 14:48,1,1,519,1540536480
26 Oct 2018 14:49,1,1,525,1540536540
26 Oct 2018 14:50,1,1,519,1540536600
26 Oct 2018 14:51,1,1,525,1540536660
26 Oct 2018 14:52,1,1,519,1540536720
26 Oct 2018 14:53,1,1,513,1540536780
26 Oct 2018 14:54,1,1,513,1540536840
26 Oct 2018 14:55,1,1,507,1540536900
26 Oct 2018 14:56,1,1,507,1540536960
26 Oct 2018 14:57,1,1,507,1540537020
26 Oct 2018 14:58,1,1,507,1540537080
26 Oct 2018 14:59,1,1,507,1540537140
26 Oct 2018 15:00,1,1,507,1540537200
26 Oct 2018 15:01,1,1,501,1540537260
26 Oct 2018 15:02,1,1,501,1540537320
26 Oct 2018 15:03,1,1,501,1540537380
26 Oct 2018 15:04,1,1,501,1540537440
26 Oct 2018 15:05,1,1,501,1540537500
26 Oct 2018 15:06,1,1,501,1540537560
26 Oct 2018 15:07,1,1,501,1540537620
26 Oct 2018 15:08,1,1,501,1540537680
26 Oct 2018 15:09,1,1,501,1540537740
26 Oct 2018 15:10,1,1,507,1540537800
26 Oct 2018 15:11,1,1,501,1540537860
26 Oct 2018 15:12,1,1,501,1540537920
26 Oct 2018 15:13,1,1,501,1540537980
26 Oct 2018 15:14,1,1,501,1540538040
26 Oct 2018 15:15,1,1,501,1540538100
26 Oct 2018 15:16,1,1,507,1540538160
26 Oct 2018 15:17,1,1,507,1540538220
26 Oct 2018 15:18,1,1,507,1540538280
26 Oct 2018 15:19,1,1,513,1540538340
26 Oct 2018 15:20,1,1,519,1540538400
26 Oct 2018 15:21,1,1,507,1540538460
26 Oct 2018 15:22,1,1,507,1540538520
26 Oct 2018 15:23,1,1,513,1540538580
26 Oct 2018 15:24,1,1,513,1540538640
26 Oct 2018 15:25,1,1,513,1540538700
26 Oct 2018 15:26,1,1,513,1540538760
26 Oct 2018 15:27,1,1,513,1540538820
26 Oct 2018 15:28,1,1,519,1540538880
26 Oct 2018 15:29,1,1,513,1540538940
26 Oct 2018 15:30,1,1,525,1540539000
26 Oct 2018 15:31,1,1,531,1540539060
26 Oct 2018 15:32,1,1,525,1540539120
26 Oct 2018 15:33,1,1,525,1540539180
26 Oct 2018 15:34,1,1,525,1540539240
26 Oct 2018 15:35,1,1,519,1540539300
26 Oct 2018 15:36,1,1,525,1540539360
26 Oct 2018 15:37,1,1,525,1540539420
26 Oct 2018 15:38,1,1,525,1540539480
26 Oct 2018 15:39,1,1,525,1540539540
26 Oct 2018 15:40,1,1,519,1540539600
26 Oct 2018 15:41,1,1,525,1540539660
26 Oct 2018 15:42,1,1,519,1540539720
26 Oct 2018 15:43,1,1,525,1540539780
26 Oct 2018 15:44,1,1,513,1540539840
26 Oct 2018 15:45,1,1,519,1540539900
26 Oct 2018 15:46,1,1,525,1540539960
26 Oct 2018 15:47,1,1,531,1540540020
26 Oct 2018 15:48,1,1,543,1540540080
26 Oct 2018 15:49,1,1,531,1540540140
26 Oct 2018 15:50,1,1,525,1540540200
26 Oct 2018 15:51,1,1,525,1540540260
26 Oct 2018 15:52,1,1,525,1540540320
26 Oct 2018 15:53,1,1,525,1540540380
26 Oct 2018 15:54,1,1,531,1540540440
26 Oct 2018 15:55,1,1,543,1540540500
26 Oct 2018 15:56,1,1,543,1540540560
26 Oct 2018 15:57,1,1,549,1540540620
26 Oct 2018 15:58,1,1,549,1540540680
26 Oct 2018 15:59,1,1,549,1540540740
26 Oct 2018 16:00,1,1,549,1540540800
26 Oct 2018 16:01,1,1,549,1540540860
26 Oct 2018 16:02,1,1,561,1540540920
26 Oct 2018 16:03,1,1,561,1540540980
26 Oct 2018 16:04,1,1,567,1540541040
26 Oct 2018 16:05,1,1,567,1540541100
26 Oct 2018 16:06,1,1,573,1540541160
26 Oct 2018 16:07,1,1,573,1540541220
26 Oct 2018 16:08,1,1,573,1540541280
26 Oct 2018 16:09,1,1,567,1540541340
26 Oct 2018 16:10,1,1,585,1540541400
26 Oct 2018 16:11,1,1,585,1540541460
26 Oct 2018 16:12,1,1,585,1540541520
26 Oct 2018 16:13,1,1,585,1540541580
26 Oct 2018 16:14,1,1,579,1540541640
26 Oct 2018 16:15,1,1,579,1540541700
26 Oct 2018 16:16,1,1,579,1540541760
26 Oct 2018 16:17,1,1,585,1540541820
26 Oct 2018 16:18,1,1,579,1540541880
26 Oct 2018 16:19,1,1,591,1540541940
26 Oct 2018 16:20,1,1,585,1540542000
26 Oct 2018 16:21,1,1,579,1540542060
26 Oct 2018 16:22,1,1,579,1540542120
26 Oct 2018 16:23,1,1,573,1540542180
26 Oct 2018 16:24,1,1,579,1540542240
26 Oct 2018 18:12,1,1,579,1540548720
26 Oct 2018 18:13,1,1,567,1540548780
26 Oct 2018 18:14,1,1,555,1540548840
26 Oct 2018 18:15,1,1,555,1540548900
26 Oct 2018 18:16,1,1,555,1540548960
26 Oct 2018 18:17,1,1,549,1540549020
26 Oct 2018 18:18,1,1,549,1540549080
26 Oct 2018 18:19,1,1,543,1540549140
26 Oct 2018 18:20,1,1,543,1540549200
26 Oct 2018 18:21,1,1,543,1540549260
26 Oct 2018 18:22,1,1,537,1540549320
26 Oct 2018 18:23,1,1,537,1540549380
26 Oct 2018 18:24,1,1,531,1540549440
26 Oct 2018 18:25,1,1,531,1540549500
26 Oct 2018 18:26,1,1,531,1540549560
26 Oct 2018 18:27,1,1,531,1540549620
26 Oct 2018 18:28,1,1,537,1540549680
26 Oct 2018 18:29,1,1,537,1540549740
26 Oct 2018 18:30,1,1,543,1540549800
26 Oct 2018 18:31,1,1,543,1540549860
26 Oct 2018 18:32,1,1,543,1540549920
26 Oct 2018 18:33,1,1,531,1540549980
26 Oct 2018 18:34,1,1,525,1540550040
26 Oct 2018 18:35,1,1,537,1540550100
26 Oct 2018 18:36,1,1,531,1540550160
26 Oct 2018 18:37,1,1,525,1540550220
26 Oct 2018 18:38,1,1,531,1540550280
26 Oct 2018 18:39,1,1,525,1540550340
26 Oct 2018 18:40,1,1,525,1540550400
26 Oct 2018 18:41,1,1,525,1540550460
26 Oct 2018 18:42,1,1,531,1540550520
26 Oct 2018 18:43,1,1,525,1540550580
26 Oct 2018 18:44,1,1,525,1540550640
26 Oct 2018 18:45,1,1,525,1540550700
26 Oct 2018 18:46,1,1,519,1540550760
26 Oct 2018 18:47,1,1,519,1540550820
26 Oct 2018 18:48,1,1,519,1540550880
26 Oct 2018 18:49,1,1,525,1540550940
26 Oct 2018 18:50,1,1,525,1540551000
26 Oct 2018 18:51,1,1,519,1540551060
26 Oct 2018 18:52,1,1,519,1540551120
26 Oct 2018 18:53,1,1,525,1540551180
26 Oct 2018 18:54,1,1,519,1540551240
26 Oct 2018 18:55,1,1,519,1540551300
26 Oct 2018 18:56,1,1,519,1540551360
26 Oct 2018 18:57,1,1,513,1540551420
26 Oct 2018 18:58,1,1,513,1540551480
26 Oct 2018 18:59,1,1,513,1540551540
26 Oct 2018 19:00,1,1,513,1540551600
26 Oct 2018 19:01,1,1,513,1540551660
26 Oct 2018 19:02,1,1,501,1540551720
26 Oct 2018 19:03,1,1,501,1540551780
26 Oct 2018 19:04,1,1,501,1540551840
26 Oct 2018 19:05,1,1,507,1540551900
26 Oct 2018 19:06,1,1,507,1540551960
26 Oct 2018 19:07,1,1,507,1540552020
26 Oct 2018 19:08,1,1,507,1540552080
26 Oct 2018 19:09,1,1,501,1540552140
26 Oct 2018 19:10,1,1,501,1540552200
26 Oct 2018 19:11,1,1,501,1540552260
26 Oct 2018 19:12,1,1,501,1540552320
26 Oct 2018 19:13,1,1,501,1540552380
26 Oct 2018 19:14,1,1,501,1540552440
26 Oct 2018 19:15,1,1,501,1540552500
26 Oct 2018 19:16,1,1,501,1540552560
26 Oct 2018 19:17,1,1,501,1540552620
26 Oct 2018 19:18,1,1,507,1540552680
26 Oct 2018 19:19,1,1,501,1540552740
26 Oct 2018 19:20,1,1,507,1540552800
26 Oct 2018 19:21,1,1,507,1540552860
26 Oct 2018 19:22,1,1,495,1540552920
26 Oct 2018 19:23,1,1,501,1540552980
26 Oct 2018 19:24,1,1,501,1540553040
26 Oct 2018 19:25,1,1,501,1540553100
26 Oct 2018 19:26,1,1,513,1540553160
26 Oct 2018 19:27,1,1,501,1540553220
26 Oct 2018 19:28,1,1,501,1540553280
26 Oct 2018 19:29,1,1,495,1540553340
26 Oct 2018 19:30,1,1,501,1540553400
26 Oct 2018 19:31,1,1,507,1540553460
26 Oct 2018 19:32,1,1,495,1540553520
26 Oct 2018 19:33,1,1,501,1540553580
26 Oct 2018 19:34,1,1,501,1540553640
26 Oct 2018 19:35,1,1,495,1540553700
26 Oct 2018 19:36,1,1,483,1540553760
26 Oct 2018 19:37,1,1,483,1540553820
26 Oct 2018 19:38,1,1,483,1540553880
26 Oct 2018 19:39,1,1,477,1540553940
26 Oct 2018 19:40,1,1,477,1540554000
26 Oct 2018 19:41,1,1,471,1540554060
26 Oct 2018 19:42,1,1,471,1540554120
26 Oct 2018 19:43,1,1,465,1540554180
26 Oct 2018 19:44,1,1,465,1540554240
26 Oct 2018 19:45,1,1,465,1540554300
26 Oct 2018 19:46,1,1,465,1540554360
26 Oct 2018 19:47,1,1,465,1540554420
26 Oct 2018 19:48,1,1,459,1540554480
26 Oct 2018 19:49,1,1,459,1540554540
26 Oct 2018 19:50,1,1,453,1540554600
26 Oct 2018 19:51,1,1,453,1540554660
26 Oct 2018 19:52,1,1,453,1540554720
26 Oct 2018 19:53,1,1,453,1540554780
26 Oct 2018 19:54,1,1,453,1540554840
26 Oct 2018 19:55,1,1,453,1540554900
26 Oct 2018 19:56,1,1,447,1540554960
26 Oct 2018 19:57,1,1,453,1540555020
26 Oct 2018 19:58,1,1,447,1540555080
26 Oct 2018 19:59,1,1,447,1540555140
26 Oct 2018 20:00,1,1,447,1540555200
26 Oct 2018 20:01,1,1,447,1540555260
26 Oct 2018 20:02,1,1,453,1540555320
26 Oct 2018 20:03,1,1,453,1540555380
26 Oct 2018 20:04,1,1,447,1540555440
26 Oct 2018 20:05,1,1,447,1540555500
26 Oct 2018 20:06,1,1,447,1540555560
26 Oct 2018 20:07,1,1,447,1540555620
26 Oct 2018 20:08,1,1,447,1540555680
26 Oct 2018 20:09,1,1,440,1540555740
26 Oct 2018 20:10,1,1,447,1540555800
26 Oct 2018 20:11,1,1,440,1540555860
26 Oct 2018 20:12,1,1,434,1540555920
26 Oct 2018 20:13,1,1,434,1540555980
26 Oct 2018 20:14,1,1,440,1540556040
26 Oct 2018 20:15,1,1,434,1540556100
26 Oct 2018 20:16,1,1,434,1540556160
26 Oct 2018 20:17,1,1,434,1540556220
26 Oct 2018 20:18,1,1,434,1540556280
26 Oct 2018 20:19,1,1,428,1540556340
26 Oct 2018 20:20,1,1,428,1540556400
26 Oct 2018 20:21,1,1,428,1540556460
26 Oct 2018 20:22,1,1,428,1540556520
26 Oct 2018 20:23,1,1,434,1540556580
26 Oct 2018 20:24,1,1,428,1540556640
26 Oct 2018 20:25,1,1,428,1540556700
26 Oct 2018 20:26,1,1,428,1540556760
26 Oct 2018 20:27,1,1,422,1540556820
26 Oct 2018 20:28,1,1,428,1540556880
26 Oct 2018 20:29,1,1,422,1540556940
26 Oct 2018 20:30,1,1,428,1540557000
26 Oct 2018 20:31,1,1,416,1540557060
26 Oct 2018 20:32,1,1,416,1540557120
26 Oct 2018 20:33,1,1,422,1540557180
26 Oct 2018 20:34,1,1,422,1540557240
26 Oct 2018 20:35,1,1,422,1540557300
26 Oct 2018 20:36,1,1,422,1540557360
26 Oct 2018 20:37,1,1,416,1540557420
26 Oct 2018 20:38,1,1,410,1540557480
26 Oct 2018 20:39,1,1,410,1540557540
26 Oct 2018 20:40,1,1,416,1540557600
26 Oct 2018 20:41,1,1,416,1540557660
26 Oct 2018 20:42,1,1,410,1540557720
26 Oct 2018 20:43,1,1,410,1540557780
26 Oct 2018 20:44,1,1,416,1540557840
26 Oct 2018 20:45,1,1,410,1540557900
26 Oct 2018 20:46,1,1,410,1540557960
26 Oct 2018 20:47,1,1,410,1540558020
26 Oct 2018 20:48,1,1,404,1540558080
26 Oct 2018 20:49,1,1,404,1540558140
26 Oct 2018 20:50,1,1,404,1540558200
26 Oct 2018 20:51,1,1,410,1540558260
26 Oct 2018 20:52,1,1,410,1540558320
26 Oct 2018 20:53,1,1,410,1540558380
26 Oct 2018 20:54,1,1,410,1540558440
26 Oct 2018 20:55,1,1,404,1540558500
26 Oct 2018 20:56,1,1,404,1540558560
26 Oct 2018 20:57,1,1,404,1540558620
26 Oct 2018 20:58,1,1,398,1540558680
26 Oct 2018 20:59,1,1,398,1540558740
26 Oct 2018 21:00,1,1,410,1540558800
26 Oct 2018 21:01,1,1,410,1540558860
26 Oct 2018 21:02,1,1,398,1540558920
26 Oct 2018 21:03,1,1,398,1540558980
26 Oct 2018 21:04,1,1,398,1540559040
26 Oct 2018 21:05,1,1,392,1540559100
26 Oct 2018 21:06,1,1,392,1540559160
26 Oct 2018 21:07,1,1,398,1540559220
26 Oct 2018 21:08,1,1,386,1540559280
26 Oct 2018 21:09,1,1,386,1540559340
26 Oct 2018 21:10,1,1,392,1540559400
26 Oct 2018 21:11,1,1,392,1540559460
26 Oct 2018 21:12,1,1,386,1540559520
26 Oct 2018 21:13,1,1,392,1540559580
26 Oct 2018 21:14,1,1,386,1540559640
26 Oct 2018 21:15,1,1,386,1540559700
26 Oct 2018 21:16,1,1,386,1540559760
26 Oct 2018 21:17,1,1,386,1540559820
26 Oct 2018 21:18,1,1,380,1540559880
26 Oct 2018 21:19,1,1,380,1540559940
26 Oct 2018 21:20,1,1,386,1540560000
26 Oct 2018 21:21,1,1,392,1540560060
26 Oct 2018 21:22,1,1,380,1540560120
26 Oct 2018 21:23,1,1,380,1540560180
26 Oct 2018 21:24,1,1,380,1540560240
26 Oct 2018 21:25,1,1,380,1540560300
26 Oct 2018 21:26,1,1,380,1540560360
26 Oct 2018 21:27,1,1,380,1540560420
26 Oct 2018 21:28,1,1,380,1540560480
26 Oct 2018 21:29,1,1,374,1540560540
26 Oct 2018 21:30,1,1,380,1540560600
26 Oct 2018 21:31,1,1,374,1540560660
26 Oct 2018 21:32,1,1,380,1540560720
26 Oct 2018 21:33,1,1,380,1540560780
26 Oct 2018 21:34,1,1,368,1540560840
26 Oct 2018 21:35,1,1,362,1540560900
26 Oct 2018 21:36,1,1,368,1540560960
26 Oct 2018 21:37,1,1,368,1540561020
26 Oct 2018 21:38,1,1,374,1540561080
26 Oct 2018 21:39,1,1,368,1540561140
26 Oct 2018 21:40,1,1,368,1540561200
26 Oct 2018 21:41,1,1,374,1540561260
26 Oct 2018 21:42,1,1,368,1540561320
26 Oct 2018 21:43,1,1,374,1540561380
26 Oct 2018 21:44,1,1,368,1540561440
26 Oct 2018 21:45,1,1,374,1540561500
26 Oct 2018 21:46,1,1,368,1540561560
26 Oct 2018 21:47,1,1,368,1540561620
26 Oct 2018 21:48,1,1,374,1540561680
26 Oct 2018 21:49,1,1,362,1540561740
26 Oct 2018 21:50,1,1,368,1540561800
26 Oct 2018 21:51,1,1,362,1540561860
26 Oct 2018 21:52,1,1,368,1540561920
26 Oct 2018 21:53,1,1,362,1540561980
26 Oct 2018 21:54,1,1,356,1540562040
26 Oct 2018 21:55,1,1,362,1540562100
26 Oct 2018 21:56,1,1,362,1540562160
26 Oct 2018 21:57,1,1,368,1540562220
26 Oct 2018 21:58,1,1,368,1540562280
26 Oct 2018 21:59,1,1,368,1540562340
26 Oct 2018 22:00,1,1,362,1540562400
26 Oct 2018 22:01,1,1,362,1540562460
26 Oct 2018 22:02,1,1,362,1540562520
26 Oct 2018 22:03,1,1,362,1540562580
26 Oct 2018 22:04,1,1,362,1540562640
26 Oct 2018 22:05,1,1,356,1540562700
26 Oct 2018 22:06,1,1,362,1540562760
26 Oct 2018 22:07,1,1,362,1540562820
26 Oct 2018 22:08,1,1,362,1540562880
26 Oct 2018 22:09,1,1,356,1540562940
26 Oct 2018 22:10,1,1,356,1540563000
26 Oct 2018 22:11,1,1,362,1540563060
26 Oct 2018 22:12,1,1,362,1540563120
26 Oct 2018 22:13,1,1,356,1540563180
26 Oct 2018 22:14,1,1,356,1540563240
26 Oct 2018 22:15,1,1,362,1540563300
26 Oct 2018 22:16,1,1,356,1540563360
26 Oct 2018 22:17,1,1,356,1540563420
26 Oct 2018 22:18,1,1,356,1540563480
26 Oct 2018 22:19,1,1,350,1540563540
26 Oct 2018 22:20,1,1,356,1540563600
26 Oct 2018 22:21,1,1,356,1540563660
26 Oct 2018 22:22,1,1,356,1540563720
26 Oct 2018 22:23,1,1,350,1540563780
26 Oct 2018 22:24,1,1,350,1540563840
26 Oct 2018 22:25,1,1,350,1540563900
26 Oct 2018 22:26,1,1,356,1540563960
