Place,Date,Time,Value,Value,Value,Date Time
1727,27/10/2018,21:58:34,58.2,29.4,29,27/10/2018 21:58
1728,27/10/2018,22:00:34,58.2,29.4,29,27/10/2018 22:00
1729,27/10/2018,22:02:34,58.2,29.4,29,27/10/2018 22:02
1730,27/10/2018,22:04:34,58.2,29.4,29,27/10/2018 22:04
1731,27/10/2018,22:06:34,58.1,29.4,29,27/10/2018 22:06
1732,27/10/2018,22:08:34,58.2,29.4,29,27/10/2018 22:08
1733,27/10/2018,22:10:34,58.2,29.4,29,27/10/2018 22:10
1734,27/10/2018,22:12:34,58.3,29.4,29,27/10/2018 22:12
1735,27/10/2018,22:14:34,58.2,29.3,29,27/10/2018 22:14
1736,27/10/2018,22:16:34,58.2,29.3,29,27/10/2018 22:16
1737,27/10/2018,22:18:34,58.2,29.3,29,27/10/2018 22:18
1738,27/10/2018,22:20:34,58.2,29.3,29,27/10/2018 22:20
1739,27/10/2018,22:22:34,58.2,29.3,29,27/10/2018 22:22
1740,27/10/2018,22:24:34,58.3,29.3,29,27/10/2018 22:24
1741,27/10/2018,22:26:34,58.3,29.3,29,27/10/2018 22:26
1742,27/10/2018,22:28:34,58.3,29.3,28.9,27/10/2018 22:28
1743,27/10/2018,22:30:34,58.2,29.3,28.9,27/10/2018 22:30
1744,27/10/2018,22:32:34,58.3,29.3,28.9,27/10/2018 22:32
1745,27/10/2018,22:34:34,58.3,29.3,28.9,27/10/2018 22:34
1746,27/10/2018,22:36:34,58.3,29.3,28.9,27/10/2018 22:36
1747,27/10/2018,22:38:34,58.3,29.3,28.9,27/10/2018 22:38
1748,27/10/2018,22:40:34,58.3,29.3,28.9,27/10/2018 22:40
1749,27/10/2018,22:42:34,58.4,29.3,28.9,27/10/2018 22:42
1750,27/10/2018,22:44:34,58.4,29.3,28.9,27/10/2018 22:44
1751,27/10/2018,22:46:34,58.4,29.3,28.9,27/10/2018 22:46
1752,27/10/2018,22:48:34,58.4,29.3,28.9,27/10/2018 22:48
1753,27/10/2018,22:50:34,58.5,29.3,28.9,27/10/2018 22:50
1754,27/10/2018,22:52:34,58.4,29.3,28.9,27/10/2018 22:52
1755,27/10/2018,22:54:34,58.5,29.3,28.9,27/10/2018 22:54
1756,27/10/2018,22:56:34,58.6,29.3,28.9,27/10/2018 22:56
1757,27/10/2018,22:58:34,58.5,29.3,28.9,27/10/2018 22:58
1758,27/10/2018,23:00:34,58.4,29.3,28.9,27/10/2018 23:00
1759,27/10/2018,23:02:34,58.4,29.3,28.9,27/10/2018 23:02
1760,27/10/2018,23:04:34,58.5,29.3,28.9,27/10/2018 23:04
1761,27/10/2018,23:06:34,58.5,29.3,28.9,27/10/2018 23:06
1762,27/10/2018,23:08:34,58.5,29.3,28.9,27/10/2018 23:08
1763,27/10/2018,23:10:34,58.4,29.3,28.9,27/10/2018 23:10
1764,27/10/2018,23:12:34,58.5,29.3,28.9,27/10/2018 23:12
1765,27/10/2018,23:14:34,58.6,29.3,28.9,27/10/2018 23:14
1766,27/10/2018,23:16:34,58.5,29.2,28.8,27/10/2018 23:16
1767,27/10/2018,23:18:34,58.5,29.2,28.8,27/10/2018 23:18
1768,27/10/2018,23:20:34,58.6,29.3,28.8,27/10/2018 23:20
1769,27/10/2018,23:22:34,58.6,29.2,28.8,27/10/2018 23:22
1770,27/10/2018,23:24:34,58.6,29.2,28.8,27/10/2018 23:24
1771,27/10/2018,23:26:34,58.6,29.2,28.8,27/10/2018 23:26
1772,27/10/2018,23:28:34,58.6,29.2,28.8,27/10/2018 23:28
1773,27/10/2018,23:30:34,58.7,29.2,28.8,27/10/2018 23:30
1774,27/10/2018,23:32:34,58.6,29.2,28.8,27/10/2018 23:32
1775,27/10/2018,23:34:34,58.7,29.2,28.8,27/10/2018 23:34
1776,27/10/2018,23:36:34,58.7,29.2,28.8,27/10/2018 23:36
1777,27/10/2018,23:38:34,58.7,29.2,28.8,27/10/2018 23:38
1778,27/10/2018,23:40:34,58.8,29.2,28.8,27/10/2018 23:40
1779,27/10/2018,23:42:34,58.9,29.2,28.8,27/10/2018 23:42
1780,27/10/2018,23:44:34,58.7,29.2,28.8,27/10/2018 23:44
1781,27/10/2018,23:46:34,58.8,29.2,28.8,27/10/2018 23:46
1782,27/10/2018,23:48:34,58.8,29.2,28.8,27/10/2018 23:48
1783,27/10/2018,23:50:34,58.8,29.2,28.8,27/10/2018 23:50
1784,27/10/2018,23:52:34,58.8,29.2,28.8,27/10/2018 23:52
1785,27/10/2018,23:54:34,58.8,29.2,28.8,27/10/2018 23:54
1786,27/10/2018,23:56:34,58.7,29.2,28.8,27/10/2018 23:56
1787,27/10/2018,23:58:34,58.8,29.2,28.8,27/10/2018 23:58
1788,28/10/2018,0:00:34,58.7,29.2,28.8,28/10/2018 0:00
1789,28/10/2018,0:02:34,58.8,29.2,28.8,28/10/2018 0:02
1790,28/10/2018,0:04:34,58.7,29.2,28.8,28/10/2018 0:04
1791,28/10/2018,0:06:34,58.8,29.2,28.8,28/10/2018 0:06
1792,28/10/2018,0:08:34,58.7,29.2,28.8,28/10/2018 0:08
1793,28/10/2018,0:10:34,58.7,29.2,28.8,28/10/2018 0:10
1794,28/10/2018,0:12:34,58.7,29.2,28.8,28/10/2018 0:12
1795,28/10/2018,0:14:34,58.8,29.2,28.8,28/10/2018 0:14
1796,28/10/2018,0:16:34,58.8,29.2,28.8,28/10/2018 0:16
1797,28/10/2018,0:18:34,58.8,29.2,28.8,28/10/2018 0:18
1798,28/10/2018,0:20:34,58.8,29.2,28.8,28/10/2018 0:20
1799,28/10/2018,0:22:34,58.7,29.2,28.8,28/10/2018 0:22
1800,28/10/2018,0:24:34,58.6,29.2,28.8,28/10/2018 0:24
1801,28/10/2018,0:26:34,58.9,29.1,28.8,28/10/2018 0:26
1802,28/10/2018,0:28:34,58.7,29.1,28.8,28/10/2018 0:28
1803,28/10/2018,0:30:34,58.8,29.1,28.8,28/10/2018 0:30
1804,28/10/2018,0:32:34,58.8,29.1,28.7,28/10/2018 0:32
1805,28/10/2018,0:34:34,58.8,29.1,28.7,28/10/2018 0:34
1806,28/10/2018,0:36:34,58.9,29.1,28.7,28/10/2018 0:36
1807,28/10/2018,0:38:34,58.8,29.1,28.7,28/10/2018 0:38
1808,28/10/2018,0:40:34,58.9,29.1,28.7,28/10/2018 0:40
1809,28/10/2018,0:42:34,58.9,29.1,28.7,28/10/2018 0:42
1810,28/10/2018,0:44:34,58.9,29.1,28.7,28/10/2018 0:44
1811,28/10/2018,0:46:34,59,29.1,28.7,28/10/2018 0:46
1812,28/10/2018,0:48:34,58.9,29.1,28.7,28/10/2018 0:48
1813,28/10/2018,0:50:34,59,29.1,28.7,28/10/2018 0:50
1814,28/10/2018,0:52:34,59,29.1,28.7,28/10/2018 0:52
1815,28/10/2018,0:54:34,58.9,29.1,28.7,28/10/2018 0:54
1816,28/10/2018,0:56:34,58.8,29.1,28.7,28/10/2018 0:56
1817,28/10/2018,0:58:34,59.1,29.1,28.7,28/10/2018 0:58
1818,28/10/2018,1:00:34,59.1,29.1,28.7,28/10/2018 1:00
1819,28/10/2018,1:02:34,59.1,29.1,28.7,28/10/2018 1:02
1820,28/10/2018,1:04:34,59,29.1,28.7,28/10/2018 1:04
1821,28/10/2018,1:06:34,59,29.1,28.7,28/10/2018 1:06
1822,28/10/2018,1:08:34,59.1,29.1,28.7,28/10/2018 1:08
1823,28/10/2018,1:10:34,59.2,29.1,28.7,28/10/2018 1:10
1824,28/10/2018,1:12:34,59.1,29.1,28.7,28/10/2018 1:12
1825,28/10/2018,1:14:34,59.1,29.1,28.7,28/10/2018 1:14
1826,28/10/2018,1:16:34,59.1,29.1,28.7,28/10/2018 1:16
1827,28/10/2018,1:18:34,59.2,29.1,28.7,28/10/2018 1:18
1828,28/10/2018,1:20:34,59.3,29.1,28.7,28/10/2018 1:20
1829,28/10/2018,1:22:34,59.2,29.1,28.7,28/10/2018 1:22
1830,28/10/2018,1:24:34,59.4,29.1,28.7,28/10/2018 1:24
1831,28/10/2018,1:26:34,59.3,29.1,28.7,28/10/2018 1:26
1832,28/10/2018,1:28:34,59.4,29.1,28.7,28/10/2018 1:28
1833,28/10/2018,1:30:34,59.2,29.1,28.7,28/10/2018 1:30
1834,28/10/2018,1:32:34,59.3,29.1,28.7,28/10/2018 1:32
1835,28/10/2018,1:34:34,59.3,29.1,28.7,28/10/2018 1:34
1836,28/10/2018,1:36:34,59.4,29.1,28.7,28/10/2018 1:36
1837,28/10/2018,1:38:34,59.3,29.1,28.7,28/10/2018 1:38
1838,28/10/2018,1:40:34,59.4,29.1,28.7,28/10/2018 1:40
1839,28/10/2018,1:42:34,59.4,29.1,28.7,28/10/2018 1:42
1840,28/10/2018,1:44:34,59.4,29.1,28.7,28/10/2018 1:44
1841,28/10/2018,1:46:34,59.4,29.1,28.7,28/10/2018 1:46
1842,28/10/2018,1:48:34,59.4,29.1,28.7,28/10/2018 1:48
1843,28/10/2018,1:50:34,59.4,29.1,28.7,28/10/2018 1:50
1844,28/10/2018,1:52:34,59.4,29,28.7,28/10/2018 1:52
1845,28/10/2018,1:54:34,59.4,29,28.7,28/10/2018 1:54
1846,28/10/2018,1:56:34,59.6,29,28.7,28/10/2018 1:56
1847,28/10/2018,1:58:34,59.5,29.1,28.7,28/10/2018 1:58
1848,28/10/2018,2:00:34,59.5,29,28.7,28/10/2018 2:00
1849,28/10/2018,2:02:34,59.8,29,28.7,28/10/2018 2:02
1850,28/10/2018,2:04:34,59.7,29,28.7,28/10/2018 2:04
1851,28/10/2018,2:06:34,59.7,29,28.7,28/10/2018 2:06
1852,28/10/2018,2:08:34,59.7,29,28.6,28/10/2018 2:08
1853,28/10/2018,2:10:34,59.7,29,28.7,28/10/2018 2:10
1854,28/10/2018,2:12:34,59.7,29,28.6,28/10/2018 2:12
1855,28/10/2018,2:14:34,59.7,29,28.6,28/10/2018 2:14
1856,28/10/2018,2:16:34,59.7,29,28.6,28/10/2018 2:16
1857,28/10/2018,2:18:34,59.7,29,28.6,28/10/2018 2:18
1858,28/10/2018,2:20:34,59.6,29,28.6,28/10/2018 2:20
1859,28/10/2018,2:22:34,59.6,29,28.6,28/10/2018 2:22
1860,28/10/2018,2:24:34,59.6,29,28.6,28/10/2018 2:24
1861,28/10/2018,2:26:34,59.8,29,28.6,28/10/2018 2:26
1862,28/10/2018,2:28:34,60,29,28.6,28/10/2018 2:28
1863,28/10/2018,2:30:34,59.9,29,28.6,28/10/2018 2:30
1864,28/10/2018,2:32:34,59.9,29,28.6,28/10/2018 2:32
1865,28/10/2018,2:34:34,59.9,29,28.6,28/10/2018 2:34
1866,28/10/2018,2:36:34,60,29,28.6,28/10/2018 2:36
1867,28/10/2018,2:38:34,60,29,28.6,28/10/2018 2:38
1868,28/10/2018,2:40:34,60.2,29,28.6,28/10/2018 2:40
1869,28/10/2018,2:42:34,59.8,29,28.6,28/10/2018 2:42
1870,28/10/2018,2:44:34,59.9,29,28.6,28/10/2018 2:44
1871,28/10/2018,2:46:34,60,29,28.6,28/10/2018 2:46
1872,28/10/2018,2:48:34,59.9,29,28.6,28/10/2018 2:48
1873,28/10/2018,2:50:34,59.9,29,28.6,28/10/2018 2:50
1874,28/10/2018,2:52:34,60,29,28.6,28/10/2018 2:52
1875,28/10/2018,2:54:34,60,29,28.6,28/10/2018 2:54
1876,28/10/2018,2:56:34,59.9,29,28.6,28/10/2018 2:56
1877,28/10/2018,2:58:34,59.8,29,28.6,28/10/2018 2:58
1878,28/10/2018,3:00:34,60,29,28.6,28/10/2018 3:00
1879,28/10/2018,3:02:34,59.9,29,28.6,28/10/2018 3:02
1880,28/10/2018,3:04:34,59.8,29,28.6,28/10/2018 3:04
1881,28/10/2018,3:06:34,59.8,28.9,28.6,28/10/2018 3:06
1882,28/10/2018,3:08:34,59.9,29,28.6,28/10/2018 3:08
1883,28/10/2018,3:10:34,60,28.9,28.6,28/10/2018 3:10
1884,28/10/2018,3:12:34,59.8,28.9,28.6,28/10/2018 3:12
1885,28/10/2018,3:14:34,59.9,28.9,28.6,28/10/2018 3:14
1886,28/10/2018,3:16:34,60,28.9,28.6,28/10/2018 3:16
1887,28/10/2018,3:18:34,60,28.9,28.6,28/10/2018 3:18
1888,28/10/2018,3:20:34,60.1,28.9,28.6,28/10/2018 3:20
1889,28/10/2018,3:22:34,60.1,28.9,28.6,28/10/2018 3:22
1890,28/10/2018,3:24:34,60,28.9,28.6,28/10/2018 3:24
1891,28/10/2018,3:26:34,59.9,28.9,28.6,28/10/2018 3:26
1892,28/10/2018,3:28:34,60.2,28.9,28.6,28/10/2018 3:28
1893,28/10/2018,3:30:34,60,28.9,28.6,28/10/2018 3:30
1894,28/10/2018,3:32:34,60,28.9,28.6,28/10/2018 3:32
1895,28/10/2018,3:34:34,60,28.9,28.6,28/10/2018 3:34
1896,28/10/2018,3:36:34,60,28.9,28.6,28/10/2018 3:36
1897,28/10/2018,3:38:34,60.1,28.9,28.6,28/10/2018 3:38
1898,28/10/2018,3:40:34,60,28.9,28.6,28/10/2018 3:40
1899,28/10/2018,3:42:34,60,28.9,28.5,28/10/2018 3:42
1900,28/10/2018,3:44:34,60,28.9,28.5,28/10/2018 3:44
1901,28/10/2018,3:46:34,60,28.9,28.5,28/10/2018 3:46
1902,28/10/2018,3:48:34,60.2,28.9,28.5,28/10/2018 3:48
1903,28/10/2018,3:50:34,60,28.9,28.5,28/10/2018 3:50
1904,28/10/2018,3:52:34,60.2,28.9,28.5,28/10/2018 3:52
1905,28/10/2018,3:54:34,60.2,28.9,28.5,28/10/2018 3:54
1906,28/10/2018,3:56:34,60.2,28.9,28.5,28/10/2018 3:56
1907,28/10/2018,3:58:34,60,28.9,28.5,28/10/2018 3:58
1908,28/10/2018,4:00:34,60,28.9,28.5,28/10/2018 4:00
1909,28/10/2018,4:02:34,60,28.9,28.5,28/10/2018 4:02
1910,28/10/2018,4:04:34,60.1,28.9,28.5,28/10/2018 4:04
1911,28/10/2018,4:06:34,60,28.9,28.5,28/10/2018 4:06
1912,28/10/2018,4:08:34,60.2,28.9,28.5,28/10/2018 4:08
1913,28/10/2018,4:10:34,60.2,28.9,28.5,28/10/2018 4:10
1914,28/10/2018,4:12:34,60.3,28.9,28.5,28/10/2018 4:12
1915,28/10/2018,4:14:34,60.2,28.9,28.5,28/10/2018 4:14
1916,28/10/2018,4:16:34,60.3,28.9,28.5,28/10/2018 4:16
1917,28/10/2018,4:18:34,60.4,28.9,28.5,28/10/2018 4:18
1918,28/10/2018,4:20:34,60.2,28.9,28.5,28/10/2018 4:20
1919,28/10/2018,4:22:34,60.3,28.9,28.5,28/10/2018 4:22
1920,28/10/2018,4:24:34,60.3,28.9,28.5,28/10/2018 4:24
1921,28/10/2018,4:26:34,60.2,28.9,28.5,28/10/2018 4:26
1922,28/10/2018,4:28:34,60.2,28.9,28.5,28/10/2018 4:28
1923,28/10/2018,4:30:34,60.6,28.9,28.5,28/10/2018 4:30
1924,28/10/2018,4:32:34,60.6,28.8,28.5,28/10/2018 4:32
1925,28/10/2018,4:34:34,60.4,28.8,28.5,28/10/2018 4:34
1926,28/10/2018,4:36:34,60.4,28.8,28.5,28/10/2018 4:36
1927,28/10/2018,4:38:34,60.5,28.8,28.5,28/10/2018 4:38
1928,28/10/2018,4:40:34,60.5,28.8,28.5,28/10/2018 4:40
1929,28/10/2018,4:42:34,60.6,28.8,28.5,28/10/2018 4:42
1930,28/10/2018,4:44:34,60.5,28.8,28.5,28/10/2018 4:44
1931,28/10/2018,4:46:34,60.6,28.8,28.5,28/10/2018 4:46
1932,28/10/2018,4:48:34,60.5,28.8,28.5,28/10/2018 4:48
1933,28/10/2018,4:50:34,60.6,28.8,28.5,28/10/2018 4:50
1934,28/10/2018,4:52:34,60.8,28.8,28.5,28/10/2018 4:52
1935,28/10/2018,4:54:34,60.6,28.8,28.5,28/10/2018 4:54
1936,28/10/2018,4:56:34,60.6,28.8,28.5,28/10/2018 4:56
1937,28/10/2018,4:58:34,60.6,28.8,28.4,28/10/2018 4:58
1938,28/10/2018,5:00:34,60.7,28.8,28.4,28/10/2018 5:00
1939,28/10/2018,5:02:34,60.7,28.8,28.4,28/10/2018 5:02
1940,28/10/2018,5:04:34,60.7,28.8,28.4,28/10/2018 5:04
1941,28/10/2018,5:06:34,60.7,28.8,28.4,28/10/2018 5:06
1942,28/10/2018,5:08:34,60.9,28.8,28.4,28/10/2018 5:08
1943,28/10/2018,5:10:34,60.7,28.8,28.4,28/10/2018 5:10
1944,28/10/2018,5:12:34,60.9,28.8,28.4,28/10/2018 5:12
1945,28/10/2018,5:14:34,60.8,28.8,28.4,28/10/2018 5:14
1946,28/10/2018,5:16:34,60.8,28.8,28.4,28/10/2018 5:16
1947,28/10/2018,5:18:34,60.8,28.8,28.4,28/10/2018 5:18
1948,28/10/2018,5:20:34,60.7,28.8,28.4,28/10/2018 5:20
1949,28/10/2018,5:22:34,60.8,28.8,28.4,28/10/2018 5:22
1950,28/10/2018,5:24:34,60.9,28.8,28.4,28/10/2018 5:24
1951,28/10/2018,5:26:34,61,28.8,28.4,28/10/2018 5:26
1952,28/10/2018,5:28:34,60.9,28.8,28.4,28/10/2018 5:28
1953,28/10/2018,5:30:34,60.8,28.8,28.4,28/10/2018 5:30
1954,28/10/2018,5:32:34,60.7,28.8,28.4,28/10/2018 5:32
1955,28/10/2018,5:34:34,60.7,28.8,28.4,28/10/2018 5:34
1956,28/10/2018,5:36:34,60.9,28.8,28.4,28/10/2018 5:36
1957,28/10/2018,5:38:34,60.8,28.8,28.4,28/10/2018 5:38
1958,28/10/2018,5:40:34,60.8,28.8,28.4,28/10/2018 5:40
1959,28/10/2018,5:42:34,60.9,28.8,28.4,28/10/2018 5:42
1960,28/10/2018,5:44:34,61,28.8,28.4,28/10/2018 5:44
1961,28/10/2018,5:46:34,61,28.8,28.4,28/10/2018 5:46
1962,28/10/2018,5:48:34,60.8,28.8,28.4,28/10/2018 5:48
1963,28/10/2018,5:50:34,60.8,28.8,28.4,28/10/2018 5:50
1964,28/10/2018,5:52:34,61,28.8,28.4,28/10/2018 5:52
1965,28/10/2018,5:54:34,61.2,28.8,28.4,28/10/2018 5:54
1966,28/10/2018,5:56:34,60.9,28.8,28.4,28/10/2018 5:56
1967,28/10/2018,5:58:34,61.2,28.8,28.4,28/10/2018 5:58
1968,28/10/2018,6:00:34,61.1,28.8,28.4,28/10/2018 6:00
1969,28/10/2018,6:02:34,61.1,28.8,28.4,28/10/2018 6:02
1970,28/10/2018,6:04:34,61.1,28.8,28.4,28/10/2018 6:04
1971,28/10/2018,6:06:34,61,28.8,28.4,28/10/2018 6:06
1972,28/10/2018,6:08:34,61,28.8,28.4,28/10/2018 6:08
1973,28/10/2018,6:10:34,61.1,28.8,28.4,28/10/2018 6:10
1974,28/10/2018,6:12:34,61.4,28.8,28.4,28/10/2018 6:12
1975,28/10/2018,6:14:34,61.1,28.8,28.4,28/10/2018 6:14
1976,28/10/2018,6:16:34,61,28.8,28.4,28/10/2018 6:16
1977,28/10/2018,6:18:34,61.2,28.8,28.4,28/10/2018 6:18
1978,28/10/2018,6:20:34,61.3,28.8,28.4,28/10/2018 6:20
1979,28/10/2018,6:22:34,61.2,28.8,28.4,28/10/2018 6:22
1980,28/10/2018,6:24:34,61.3,28.8,28.4,28/10/2018 6:24
1981,28/10/2018,6:26:34,61.4,28.8,28.4,28/10/2018 6:26
1982,28/10/2018,6:28:34,61.4,28.8,28.4,28/10/2018 6:28
1983,28/10/2018,6:30:34,61.1,28.8,28.4,28/10/2018 6:30
1984,28/10/2018,6:32:34,61.4,28.8,28.4,28/10/2018 6:32
1985,28/10/2018,6:34:34,61.3,28.8,28.4,28/10/2018 6:34
1986,28/10/2018,6:36:34,61.4,28.8,28.4,28/10/2018 6:36
1987,28/10/2018,6:38:34,61.3,28.8,28.4,28/10/2018 6:38
1988,28/10/2018,6:40:34,61.4,28.8,28.4,28/10/2018 6:40
1989,28/10/2018,6:42:34,61.4,28.8,28.4,28/10/2018 6:42
1990,28/10/2018,6:44:34,61.4,28.8,28.4,28/10/2018 6:44
1991,28/10/2018,6:46:34,61.4,28.8,28.4,28/10/2018 6:46
1992,28/10/2018,6:48:34,61.4,28.8,28.4,28/10/2018 6:48
1993,28/10/2018,6:50:34,61.7,28.8,28.4,28/10/2018 6:50
1994,28/10/2018,6:52:34,61.7,28.8,28.4,28/10/2018 6:52
1995,28/10/2018,6:54:34,61.5,28.8,28.4,28/10/2018 6:54
1996,28/10/2018,6:56:34,61.5,28.8,28.4,28/10/2018 6:56
1997,28/10/2018,6:58:34,61.4,28.8,28.4,28/10/2018 6:58
1998,28/10/2018,7:00:34,61.5,28.8,28.4,28/10/2018 7:00
1999,28/10/2018,7:02:34,61.5,28.8,28.4,28/10/2018 7:02
2000,28/10/2018,7:04:34,61.7,28.8,28.4,28/10/2018 7:04
2001,28/10/2018,7:06:34,61.8,28.8,28.4,28/10/2018 7:06
2002,28/10/2018,7:08:34,61.6,28.8,28.4,28/10/2018 7:08
2003,28/10/2018,7:10:34,61.4,28.7,28.4,28/10/2018 7:10
2004,28/10/2018,7:12:34,61.6,28.7,28.4,28/10/2018 7:12
2005,28/10/2018,7:14:34,61.6,28.7,28.4,28/10/2018 7:14
2006,28/10/2018,7:16:34,61.6,28.8,28.4,28/10/2018 7:16
2007,28/10/2018,7:18:34,61.7,28.7,28.4,28/10/2018 7:18
2008,28/10/2018,7:20:34,61.6,28.7,28.4,28/10/2018 7:20
2009,28/10/2018,7:22:34,61.6,28.7,28.4,28/10/2018 7:22
2010,28/10/2018,7:24:34,61.9,28.7,28.4,28/10/2018 7:24
2011,28/10/2018,7:26:34,61.7,28.7,28.4,28/10/2018 7:26
2012,28/10/2018,7:28:34,62,28.7,28.4,28/10/2018 7:28
2013,28/10/2018,7:30:34,61.7,28.7,28.4,28/10/2018 7:30
2014,28/10/2018,7:32:34,61.6,28.7,28.4,28/10/2018 7:32
2015,28/10/2018,7:34:34,61.8,28.7,28.4,28/10/2018 7:34
2016,28/10/2018,7:36:34,62.2,28.7,28.4,28/10/2018 7:36
2017,28/10/2018,7:38:34,61.7,28.7,28.4,28/10/2018 7:38
2018,28/10/2018,7:40:34,62.1,28.7,28.4,28/10/2018 7:40
2019,28/10/2018,7:42:34,62.1,28.7,28.4,28/10/2018 7:42
2020,28/10/2018,7:44:34,61.7,28.7,28.4,28/10/2018 7:44
2021,28/10/2018,7:46:34,62.4,28.7,28.4,28/10/2018 7:46
2022,28/10/2018,7:48:34,62.5,28.7,28.4,28/10/2018 7:48
2023,28/10/2018,7:50:34,62.2,28.7,28.4,28/10/2018 7:50
2024,28/10/2018,7:52:34,62.5,28.8,28.4,28/10/2018 7:52
2025,28/10/2018,7:54:34,62.2,28.8,28.4,28/10/2018 7:54
2026,28/10/2018,7:56:34,62.6,28.8,28.4,28/10/2018 7:56
2027,28/10/2018,7:58:34,62.7,28.8,28.4,28/10/2018 7:58
2028,28/10/2018,8:00:34,63,28.8,28.4,28/10/2018 8:00
2029,28/10/2018,8:02:34,63.3,28.8,28.4,28/10/2018 8:02
2030,28/10/2018,8:04:34,63.4,28.8,28.4,28/10/2018 8:04
2031,28/10/2018,8:06:34,63.5,28.8,28.4,28/10/2018 8:06
2032,28/10/2018,8:08:34,63.4,28.8,28.4,28/10/2018 8:08
2033,28/10/2018,8:10:34,63.4,28.8,28.4,28/10/2018 8:10
2034,28/10/2018,8:12:34,63.3,28.8,28.4,28/10/2018 8:12
2035,28/10/2018,8:14:34,63.6,28.8,28.5,28/10/2018 8:14
2036,28/10/2018,8:16:34,63.6,28.8,28.5,28/10/2018 8:16
2037,28/10/2018,8:18:34,63.9,28.8,28.5,28/10/2018 8:18
2038,28/10/2018,8:20:34,63.7,28.8,28.5,28/10/2018 8:20
2039,28/10/2018,8:22:34,63.6,28.8,28.5,28/10/2018 8:22
2040,28/10/2018,8:24:34,63.5,28.8,28.5,28/10/2018 8:24
2041,28/10/2018,8:26:34,64.1,28.8,28.5,28/10/2018 8:26
2042,28/10/2018,8:28:34,64.2,28.8,28.5,28/10/2018 8:28
2043,28/10/2018,8:30:34,63.6,28.8,28.5,28/10/2018 8:30
2044,28/10/2018,8:32:34,64.3,28.8,28.5,28/10/2018 8:32
2045,28/10/2018,8:34:34,64.3,28.8,28.6,28/10/2018 8:34
2046,28/10/2018,8:36:34,64.9,28.8,28.6,28/10/2018 8:36
2047,28/10/2018,8:38:34,64.4,28.8,28.6,28/10/2018 8:38
2048,28/10/2018,8:40:34,65.1,28.9,28.6,28/10/2018 8:40
2049,28/10/2018,8:42:34,65.3,28.9,28.6,28/10/2018 8:42
2050,28/10/2018,8:44:34,65,28.9,28.6,28/10/2018 8:44
2051,28/10/2018,8:46:34,65.3,28.9,28.6,28/10/2018 8:46
2052,28/10/2018,8:48:34,65.1,28.9,28.6,28/10/2018 8:48
2053,28/10/2018,8:50:34,65.2,28.9,28.6,28/10/2018 8:50
2054,28/10/2018,8:52:34,65.2,28.9,28.6,28/10/2018 8:52
2055,28/10/2018,8:54:34,65.3,28.9,28.6,28/10/2018 8:54
2056,28/10/2018,8:56:34,65.1,28.9,28.6,28/10/2018 8:56
2057,28/10/2018,8:58:34,65.5,28.9,28.6,28/10/2018 8:58
2058,28/10/2018,9:00:34,65.3,28.9,28.6,28/10/2018 9:00
2059,28/10/2018,9:02:34,65.4,28.9,28.6,28/10/2018 9:02
2060,28/10/2018,9:04:34,65.7,28.9,28.6,28/10/2018 9:04
2061,28/10/2018,9:06:34,65.1,28.9,28.7,28/10/2018 9:06
2062,28/10/2018,9:08:34,65.8,29,28.7,28/10/2018 9:08
2063,28/10/2018,9:10:34,65.8,29,28.7,28/10/2018 9:10
2064,28/10/2018,9:12:34,65.4,29,28.7,28/10/2018 9:12
2065,28/10/2018,9:14:34,65.8,29,28.7,28/10/2018 9:14
2066,28/10/2018,9:16:34,65.9,29,28.7,28/10/2018 9:16
2067,28/10/2018,9:18:34,65.7,29,28.7,28/10/2018 9:18
2068,28/10/2018,9:20:34,65.5,29,28.7,28/10/2018 9:20
2069,28/10/2018,9:22:34,65.8,29,28.7,28/10/2018 9:22
2070,28/10/2018,9:24:34,66,29,28.7,28/10/2018 9:24
2071,28/10/2018,9:26:34,65.4,29,28.7,28/10/2018 9:26
2072,28/10/2018,9:28:34,65.6,29,28.7,28/10/2018 9:28
2073,28/10/2018,9:30:34,65.8,29.1,28.7,28/10/2018 9:30
2074,28/10/2018,9:32:34,66,29.1,28.7,28/10/2018 9:32
2075,28/10/2018,9:34:34,65.7,29.1,28.8,28/10/2018 9:34
2076,28/10/2018,9:36:34,65.8,29.1,28.8,28/10/2018 9:36
2077,28/10/2018,9:38:34,65.9,29.1,28.8,28/10/2018 9:38
2078,28/10/2018,9:40:34,66.2,29.1,28.8,28/10/2018 9:40
2079,28/10/2018,9:42:34,66,29.1,28.8,28/10/2018 9:42
2080,28/10/2018,9:44:34,66.2,29.1,28.8,28/10/2018 9:44
2081,28/10/2018,9:46:34,66,29.1,28.8,28/10/2018 9:46
2082,28/10/2018,9:48:34,66.4,29.1,28.8,28/10/2018 9:48
2083,28/10/2018,9:50:34,66.2,29.1,28.8,28/10/2018 9:50
2084,28/10/2018,9:52:34,66.1,29.1,28.8,28/10/2018 9:52
2085,28/10/2018,9:54:34,66.2,29.1,28.8,28/10/2018 9:54
2086,28/10/2018,9:56:34,65.9,29.1,28.8,28/10/2018 9:56
2087,28/10/2018,9:58:34,66,29.1,28.8,28/10/2018 9:58
2088,28/10/2018,10:00:34,66.1,29.1,28.8,28/10/2018 10:00
2089,28/10/2018,10:02:34,66,29.1,28.8,28/10/2018 10:02
