1529919394,692.0
1529919438,683.0
1529919763,710.0
1529919808,699.0
1529919852,697.0
1529919897,945.0
1529919942,749.0
1529919986,707.0
1529920031,725.0
1529920076,709.0
1529920120,695.0
1529920165,9512.0
1529920209,9437.0
1529920254,9322.0
1529920299,9351.0
1529920343,9401.0
1529920388,9399.0
1529920432,636.0
1529920477,637.0
1529920522,646.0
1529920566,636.0
1529920611,628.0
1529920655,619.0
1529920700,631.0
1529920745,623.0
1529920789,621.0
1529920834,615.0
1529920878,627.0
1529920923,640.0
1529920968,614.0
1529921012,628.0
1529921057,610.0
1529921101,622.0
1529921146,610.0
1529921191,625.0
1529921235,603.0
1529921280,620.0
1529921325,620.0
1529921369,617.0
1529921414,628.0
1529921458,623.0
1529921503,620.0
1529921548,629.0
1529921592,622.0
1529921637,623.0
1529921681,626.0
1529921726,629.0
1529921771,616.0
1529921815,621.0
1529921860,639.0
1529921904,616.0
1529921949,623.0
1529921994,615.0
1529922038,629.0
1529922083,627.0
1529922127,620.0
1529922172,608.0
1529922217,622.0
1529922261,617.0
1529922306,620.0
1529922350,620.0
1529922395,618.0
1529922440,624.0
1529922484,616.0
1529922529,625.0
1529922574,609.0
1529922618,621.0
1529922663,616.0
1529922707,627.0
1529922752,609.0
1529922797,612.0
1529922841,611.0
1529922886,615.0
1529922930,617.0
1529922975,622.0
1529923020,603.0
1529923064,606.0
1529923109,613.0
1529923153,605.0
1529923198,597.0
1529923243,607.0
1529923287,598.0
1529923332,598.0
1529923376,607.0
1529923421,596.0
1529923466,602.0
1529923510,596.0
1529923555,590.0
1529923600,594.0
1529923644,600.0
1529923689,603.0
1529923733,587.0
1529923778,597.0
1529923823,592.0
1529923867,600.0
1529923912,599.0
1529923956,593.0
1529924001,598.0
1529924046,612.0
1529924090,596.0
1529924135,591.0
1529924179,600.0
1529924224,611.0
1529924269,599.0
1529924313,601.0
1529924358,600.0
1529924402,584.0
1529924447,596.0
1529924492,592.0
1529924536,584.0
1529924581,586.0
1529924625,588.0
1529924670,568.0
1529924715,577.0
1529924759,590.0
1529924804,576.0
1529924849,590.0
1529924893,583.0
1529924938,584.0
1529924982,579.0
1529925027,576.0
1529925072,580.0
1529925116,582.0
1529925161,577.0
1529925205,561.0
1529925250,584.0
1529925295,578.0
1529925339,573.0
1529925384,557.0
1529925428,570.0
1529925473,567.0
1529925518,569.0
1529925562,564.0
1529925607,566.0
1529925651,569.0
1529925696,565.0
1529925741,565.0
1529925785,563.0
1529925830,562.0
1529925874,562.0
1529925919,554.0
1529925964,561.0
1529926008,565.0
1529926053,551.0
1529926098,564.0
1529926142,549.0
1529926187,560.0
1529926231,560.0
1529926276,557.0
1529926321,553.0
1529926365,549.0
1529926410,553.0
1529926454,555.0
1529926499,559.0
1529926544,550.0
1529926588,548.0
1529926633,554.0
1529926677,545.0
1529926722,545.0
1529926767,545.0
1529926811,547.0
1529926856,560.0
1529926900,536.0
1529926945,551.0
1529926990,543.0
1529927034,548.0
1529927079,544.0
1529927123,538.0
1529927168,550.0
1529927213,550.0
1529927257,538.0
1529927302,525.0
1529927347,543.0
1529927391,536.0
1529927436,538.0
1529927481,533.0
1529927525,541.0
1529927570,533.0
1529927614,534.0
1529927659,515.0
1529927704,535.0
1529927748,537.0
1529927793,527.0
1529927837,514.0
1529927882,519.0
1529927927,527.0
1529927971,539.0
1529928016,528.0
1529928061,520.0
1529928105,526.0
1529928150,525.0
1529928194,529.0
1529928239,521.0
1529928284,536.0
1529928328,528.0
1529928373,513.0
1529928417,524.0
1529928462,506.0
1529928507,514.0
1529928551,520.0
1529928596,507.0
1529928641,522.0
1529928685,519.0
1529928730,516.0
1529928774,510.0
1529928819,518.0
1529928864,508.0
1529928908,506.0
1529928953,506.0
1529928998,505.0
1529929042,512.0
1529929087,504.0
1529929131,513.0
1529929176,511.0
1529929221,513.0
1529929265,500.0
1529929310,499.0
1529929354,507.0
1529929399,504.0
1529929444,508.0
1529929488,514.0
1529929533,506.0
1529929577,511.0
1529929622,496.0
1529929667,501.0
1529929711,517.0
1529929756,518.0
1529929800,516.0
1529929845,501.0
1529929890,505.0
1529929934,507.0
1529929979,499.0
1529930024,502.0
1529930068,500.0
1529930113,499.0
1529930157,496.0
1529930202,503.0
1529930247,501.0
1529930291,496.0
1529930336,494.0
1529930381,494.0
1529930425,492.0
1529930470,498.0
1529930515,500.0
1529930559,498.0
1529930604,495.0
1529930648,494.0
1529930693,491.0
1529930738,495.0
1529930782,495.0
1529930827,498.0
1529930871,485.0
1529930916,498.0
1529930961,496.0
1529931005,485.0
1529931050,492.0
